술 종류,술 이름,술 도수,술 재료,술 소개,술과 같이 먹는 음식,술 생산 지역
과실주,포엠 화이트와인,12%,"포도, 백설탕, 효모","청수와 나아이가라를 블랜딩하여 만든 세미 스위트와인으로, 청포도의 새콤하면서도 깔끔한 맛과 향이 부드럽고 달콤하며 균형감이 좋다. 옐로 다이아몬드의 색을 그대로 가진 화이트 와인이다. 달콤함과 산뜻함을 가진 향, 더불어 잘 익은 청포도의 향이 뒷받쳐 준다. 입속에 머금은 순간 잘 익은 포도를 깨무는 듯한 식감이 펼쳐지며 마지막에 떨어지는 신맛은 식욕을 더욱 돋우는 매력이 있다.","와인 맛을 잘 느끼고자 담백한 요리를 추천한다. 주로 바닷가 요리와 잘 어울릴 수 있으며, 담백한 광어, 우럭 및 조개찜 등과도 좋은 조합을 보일 것이다.",충북 영동군 학산면 모리1길 4
과실주,끌로너와 스위트와인,12%,머루,"끌로너와 와인은 너와마을 주민이 직접 재배한 유기농, 무농약 머루로 정성스럽게 빚은 고급 와인이다. 강하게 밀려오는 향기와 진하고 순수한머루에 향기와 맛이 계속 입안에 남아 머무르는 느낌을 받는다.","가볍고 스윗한 와인으로 부드러운 맛이 특징이라 테이블 와인, 디저트 와인으로 적합하다. 가볍게 치즈나 스낵과 함께 즐기기 좋다.",강원도 삼척시 도계읍 문의재로 1274
과실주,고도리 로제와인,12%,거봉 포도,"화사한 핑크빛 색감이 예쁜 로제 와인으로, GAP인증을 받은 거봉 포도를 10월 중순에 수확하여 포도 껍질을 2일 동안 주스에 침용하였다가 껍질을 분리하여 화이트처럼 발효시킨 와인이다.",연한 핑크빛을 띄어 여성들이 선호하며 많이 달지 않아 어느 음식에나 어울린다.,경북 영천시 고경면 고도리 494-3
과실주,고도리 아이스와인(아이스 375),12%,,"화려하고 풍부한 단맛의 디저트용 와인으로, 포도 알갱이가 얼어불을 때까지 기다렸다가 와인을 만들기 때문에 다른 와인에 비해 아이스와인은 들어가는 포도의 양이 많다 그만큼 귀한 와인으로 고급스러운 단맛과 진한 향을 선사한다.","과일 케이크, 애플파이 등 디저트와 어울린다.",경북 영천시 고경면 고도리 494-3
과실주,미르아토 청수 스위트 (화이트)와인,12%,,미르아토 청수 스위트 화이트 와인은 국산포도 청수를 직접 초생재배하여 청수만이 가진 상큼함과 향기로움을 최대화 시키고있다. 화려하고 매력적이며 가볍고 신선한 청수 100% 화이트 와인이다.,"샐러드, 파스타, 생선회와 파전 등과 어울린다.",충청북도 영동군 용산면 법화길 5-4
과실주,미르아토 로제와인,12%,켐벨포도 등,미르아토 로제 스위트는 부드러운 향과 달콤함이 최상인 제품이다. 샤인머스켓을 첨가하여 쓰지 않고 달콤하며 특유의 알코올 냄새가 없어 호불호가 많이 없는 와인이다. 상큼한 향과 영롱한색상까지 품어 아름답다.,"구운야채, 베이커리, 소시지, 해산물, 닭고기와 페어링하기 좋다.",충청북도 영동군 용산면 법화길 5-4
과실주,소백산(샤토소백) 스위트 레드와인,12%,국내산포도 100%,"다른 떼루아 다른 맛과 향기, 소백산자연을 그대로 담은 명품 한국와인이다. 우리나라 캠벨포도 본연의 달콤한 맛과 향 그리고 부드러운 목넘김이 특징이다.",제철과일을 넣은 샹그리아를 만들어 마시면 달콤새콤하게 즐길 수 있다.,경북 영주시 단산면 영단로601번길 64
과실주,고도리 샤인머스캣 화이트와인,10.5%,"샤인머스캣99%(국내산), 설탕, 효모, 소브산칼륨, 메타중아황산칼륨",직접 농사지어 GAP인증받은 포도로 10월 중순 포도가 잘 익었을때 수확하여 당일 수확한 포도를 재경파쇄를 거쳐 발효 및 숙성시켜 만든 와인으로 샤인머스켓 특유의 향과 맛이 나는 와인이다.,"망고와 같은 향이나 망고포도로 불리우는 포도로 깔끔하고 상큼한 와인으로 흰살생선, 샐러드, 각종 안주류, 핑거푸드, 기타 육류와 어울린다.",경북 영천시 고경면 고도리 494-3
과실주,맑은내일 Winery 단감명작,7%%,"단감, 정제수, 설탕, 효소제, 무수구연산, 효모, 무수아황산(산화방지제), 소브산(보존료)",원물 그대로 발효하여 본래의 맛을 최대로 살리며 영양성분 또한 최대로 추출한다. 부담 없이 즐길 수 있는 알코올 도수 7도에 질감도 맛도 가볍고 산뜻하다. 당도는 적절하고 신맛은 기분 좋게 다가와서 식전주로 입맛을 돋우기에 좋다.,"식전주로 추천드리며 샐러드와 해산물처럼 가벼운 음식과 추천한다. 케이크, 마카롱과 같은 디저트 등과 함께 드시는 것도 좋다.",경상남도 창녕군 대지면 대지농공단지길 40
과실주,에델 미디움 스위트와인,13%,"매실(100%), 정제수, 정제당, 효모","순수하고 깔끔한 맛과 풍부한 매화향을 느낄 수 있는, 첨가물이 없는 매실와인이다. 맑고 투명한 황금빛의 찬란함을 먼저 눈으로 맛볼 수 있다. 새콤한 맛이 퍼지고 이내 깔끔하게 넘어간다.",순수하고 깔끔한 맛에 더해진 풍부한 매화향을 가진 와인으로 소화에도 좋은 매실이기에 조금 무거운 스테이크 및 소고기와 잘 어울린다.,충청북도 단양군 영춘면 별방창원로 896
과실주,에델 스위트와인,13%,"매실(100%), 정제수, 정제당, 효모","순수하고 깔끔한 맛과 풍부한 매화향을 느낄 수 있는, 첨가물이 없는 매실와인이다. 술에 약하신 분들에게 추천하는 것으로 단맛을 강하게 느낄 수 있으며 목 넘김이 부드럽다. 디저트 와인으로 적당하다.",샐러드와 버섯요리와 페어링하기 좋다.,충청북도 단양군 영춘면 별방창원로 896
과실주,오계리 아이스와인,14%,영천포도,경북 영천에서 직접 재배한 포도로 만든 오계리 와인은 풍부한 과실향과 아름다운 빛을 띄는 프리미엄 와인이다. 초겨울 언 상태의 포도로 만든 아이스 와인은 당도가 높아 달콤한 맛이 매력적이다.,"디저트 요리 까나페, 케이크, 아이스크림과 잘 어울린다.",경상북도 영천시 금호읍 오계2리 542-4
과실주,꽃 와인,11.5%,포도(92%(안동 청수 100%)),"이육사 시인 고장 마을 주민들이 직접 키운 청포도로 생산한 와인으로, 원료로 쓰이는 품종인 &amp;#039;청수&amp;#039;는 국내에서 개발되어 우리 기후와 풍토에 적합하다.","해산물류, 피자, 파스타류와 페어링하기 괜찮다.",경상북도 안동시 도산면 백운로 157
과실주,위 (we)레드 (2018)와인,12%,국내산포도 100%,씨엘 위 레드 와인 2018은 오크향이 베인 나무향과 붉은 과일 맛의 균형감이 좋은 와인이다. 강한 바디감과 함께 당도가 높지 안고 산미와 탄닌감이 잘 느껴진다.,고기류와 조화롭게 어울린다.,경상북도 영천시 금호옵 금호로 386-21
과실주,인사이더 블루베리,3%,"사과, 정제수, 효모, 설탕, 블루베리, 구연산(산도조절제), 합성향료(블루베리향),베리류색소,이산화탄소","블루베리가 들어간 애플사이더로, 은은한 블루베리와 사과향을 즐길 수 있다. 눈과 입을 모두 만족시킬 수 있는 은은한 노란빛의 맑고 투명한 사이더를 담았다. 3%의 낮은 도수와 달콤한 맛으로 가볍게 마시기 좋다.","샌드위치, 치즈와 크래커, 핑거푸드, 해산물 요리 등 다양하게 어울린다.",경상북도 문경시 문경대로 625-1 (유곡동)
과실주,"산막와이너리, 초련",20%,"포도, 아황산칼륨, 백설탕, 증류주","산막와이너리의 초련은 산머루와 캠벨의 이상적인 조화로 탄생한 블렌디드 레드와인이다. 독특한 향미와 세련된 밸런스가 돋보이는 와인이다. 스테인레스 스틸 탱크에서 18개월 이상 숙성된 초련2018은 아직도 충분한 잠재력을 품고 있는 와인이다. 산막와이너리가 추구하는 와인을 향한 열정을 그대로 담아낸 레드와인인 초련은 향, 산미, 달콤함, 타닌이 적정하게 균형을 이루고 있다.","와인만 드시기에도 부담 없으며, 고기 등 육류와 서양음식, 한식과도 잘 어울리는 와인이다.",충청북도 영동군 영동읍 산막골길 31-45
과실주,크라테 자두와인,8.5%,"자두(국내산) 95.97%, 효모, 설탕, 메타중아황산칼륨(산화방지제)","1년이란 긴 시간동안 숙성기간을 거처 만드는 크라테((kraté)는 와인 매이커의 철학과 고집이 담긴 유기농 빈티지와인이다.크라테 자두와인은 잘익은 김천자두만을 선별하여 저온발효시킨 와인이다,인위적인 자두향을 사용하지 않은 와인으로 자두 본연의 달콤한맛과 향이 살아잇으며 자꾸마시고 싶은 감칠맛나는 깔금한 피니쉬하며,.8.5% 알코올 자두와인 색과 맛 향이 살아 있는 와인이다.","광어 세비체, 토마토 카르파초, 문어 숙회, 지중해 음식과 곁들이는 것을 추천한다.",경상북도 김천시 증산면 금곡리 226-1번지
과실주,너브내스파클링사과와인,8.5%,"사과, 배, 효모, 설탕, 아황산, 수크랄로스, 자일리톨","전통방식 그대로 첨가물없이 쌀, 누룩, 물 3가지 재료만 사용하는 눈내린여름밤 막걸리는 찹쌀 로스팅 과정을 통해 곡물의 구수함, 견과류의 고소함, 달콤한 커피향에 이르는 다채로운 맛을 담았다. 막걸리는 하얗다는 고정관념을 깬 막걸리로, 코코아 빛깔이 특징이다.","육류와도 잘 어울리고 쿠키, 케이크 같은 디저트와 페어링해도 좋다.",강원 홍천군 서면 팔봉산로 811-28 너브내와이너리
과실주,붉은진주머루와인,12%,"머루, 정백당, 아황산칼륨, 소르빈산칼륨",서양에서는 오래전부터 포도와인을 마셨듯이 우리나라에서는 신라시대 때부터 산에서 자라는 야생 포도인 머루를 발효하여 머루주를 마셨다고 한다. 우리 고유의 민속주인 머루주가 ‘붉은진주 머루와인’으로 재탄생했다.,단맛과 신맛의 균형이 좋은 붉은진주 머루와인은 옅은 타닌에 의한 떫은맛 때문에 스테이크와 잘 어울린다.,전북 무주군 안성면 덕유산로 482 머루와인공장
과실주,치키피치,4.6%,"사과즙, 정제수, 복숭아즙, 벌꿀, 복숭아티, 사과산, 구연산, 효모, 메타중아황산칼륨, 아황산류 함유",국산 사과를 착즙한 후 발효시켜 만든 사과 발효주인 ‘애플사이더’를 기반으로 국산 복숭아즙을 더해 인위적이지 않고 자연스러운 복숭아 향을 느낄 수 있습니다. 옅은 탄산감과 함께 전체적으로 산뜻한 맛이 납니다.,콤한 디저트 외에도 가벼운 바디감에 치키피치는 초밥을 만났을 때 생선 특유의 풍부한 질감과 감칠맛을 더해줍니다.,충북 충주시 중앙탑면 인담길 35-1
과실주,로제사이더 오미한잔,4.5%,"사과즙(국내산),건조오미자(국내산), 이산화탄소, 효모, 소브산칼륨, 메타중아황산칼륨","새콤달콤하고 풍미가 깊은 오미한잔은 문경사과로 만든 애플사이더가 베이스고, 여기에 오미자를 추가하여 만들었다. 사과즙, 오미자, 효모만 들어가고 합성 착향료를 사용하지 않아 깨끗하고 청량한 맛을 느낄 수 있다.","치킨을 먹을 때 맥주 대신 함께해도 좋고, 간식과 간단하게 먹어도 좋다.",경상북도 문경시 문경대로 625-1
과실주,오롯이 복숭아,9%,"복숭아(국내산) 68%, 설탕, 효모, 이산화탄소, 구연산","오롯이 복숭아는 세종시 마을기업 ‘솔티마을’에서 만든 100% 핸드메이드 스파클링 와인이다. 지역 내에서 재배되는 복숭아 중 살짝 흠집이 생겨 판매가 어려워지거나, 색이 예쁘지 않은 복숭아들을 모아 만든다. 과육 통째로 발효 과정을 거치기 때문에 와인에 복숭아의 맛과 향이 가득하고, 탄산을 주입하여 청량감 있게 즐길 수 있다.",복숭아 음료수 같은 달콤한 맛과 탄산감을 잘 느낄 수 있는 술인만큼 달콤한 디저트와 잘 어울린다. 특히 빵과 함께 드시면 빵에 복숭아 잼을 발라 먹는 듯한 진한 단맛을 느낄 수 있다.,세종 전동면 송성리 682-1번지
과실주,김천대학교 자두사랑 자두와인,12%,피자두 (레드) / 후무사 (화이트),경북 김천은 전국에서 가장 많은 자두를 재배하고 있는 자두 특구인데요. 김천의 품질 좋은 자두와 김천대학교의 양조기술이 결합하여 자두와인이 탄생했다. 김천대학교 자두사랑 자두와인은 자줏빛을 띄는 진한 선홍색의 색감에 향긋한 자두 향과 입안 가득한 탄닌이 잘 어우러져 있는 미디움 바디 와인이다.,"자두와인 레드는 부드럽고 끝 맛의 균형도 잘 잡혀 있다. 처음부터 마무리까지 깔끔한 맛이 특징이며 각종 파스타 및 스테이크, 삼겹살, 치즈나 피자 등과 페어링 하기 좋다.",경상북도 김천시 대학로 214
과실주,시,13%,"딸기, 설탕 효모, 구연산, 포도당, 오크칩",눈꽃속에 피어난 논산 딸기향을 오롯이 담아낸 내국동주시 꽃향기 가득한날 사랑하는 사람을 만나러가는 설레이는 순간처럼 달콤함과 싱그러움을 담았다.,약간 따뜻하게 또는 차게 드셔도 좋으며 모든 음식에 조화를 이루고 생선회나 해산물과 같이 즐기면 입안에서 도는 향미가 더 개운하게 느껴진다.,충청남도 논산시 연무읍 마봉로 361
과실주,명가원 산머루주,16%,"머루(국내산)49.22%, 정제수, 주정(45%), 설탕, 액상과당, 효모, 구연산, 호박산","명가원 산머루주는 덕유산 자락에서 난 머루만을 고집하여 정성으로 빚은 과실주이다. 입에 머금는 순간 머루 특유의 상큼함과 깨끗함, 고유의 향기를 느끼실 수 있으며, 머루 특유의 독특한 맛과 향을 잘 살린 머루주이다.",전통 한식과의 조합이 좋으며 단백한 생선회 또는 육류요리와 잘 어울린다.,경남 함양군 지곡면 지곡창촌길 3
과실주,문앞에봄,4.5%,"사과산,바질잎,동결건조딸기분말,이산화탄소,사과즙,정제수,딸기퓌레,설탕,건조레몬그라스,효모,메타중아황산칼륨",싱그러운 첫맛과 바질로 마무리되는 끝 맛이 조화로운 문앞에 봄은 긴 겨울 끝 어느새 성큼 다가오는 따스한 봄처럼 상큼한 사이더이다. 깔끔하고 고퀄리티의 국산 과실주를 맛볼 수 있는 전통주다.,"제철 샐러드, 샌드위치 등 에피타이저나 생크림 케이크, 팬케이크 등 디저트와 잘 어울린다.",충북 충주시 중앙탑면 인담길 35-1
과실주,고도리 아이스 와인 망고와인,12%,mba머루포도 효모 메타중아황사 설탕,청정지역 고경면 고도리에서 직접 재배한 MUSCAT BAILEY A(머루포도)  초겨울 포도를 따서 만든 고급와인으로 아직 국내수입이 80%가 캐나다산이지만 국내기술력으로 승화시켜 최고의 디저트와인이다. 포도밭에서 얼어있는 포도를 딴 다음 해동되기 전에 짜내서 만드는 맛 좋은 디저트 와인이다.,"달콤함은 식사의 마무리에 매우 도움이 되며 젤라또, 요거트, 초콜렛 케이크, 한국식 다과 등 각종 디저트와 잘 어울린다.",경북 영천시 고경면 고도리 494-3
과실주,크라테 미디엄드라이,11.5%,산머루(100%),아시아 원산지 토착품종으로 비티아무렌시스 계통의 당도와 산도가 높은 우리나라 포도를 대표하는 주요 레드와인 품종 산머루이다. 3년이란 긴 시간동안 숙성기간을 거처 만드는 크라테((kraté)는 와인 매이커의 철학과 고집이 담긴 유기농 빈티지와인이다. 산머루크라테 미디엄 드라이는 산도와 배리향이 잘 갖춰진 와인으로 미디엄 드라이 느낌으로 입안에 넣는 순간 기분이 좋아지는 단맛을 가지고 있습니다. 11.5% 알코올 레드와인 색과 맛 향이 살아 있는 와인이다.,"목살구이 , 소금 숙성 삼겹살, 토마호크 스테이크 등 다양한 육류와 잘 어울린다.",경상북도 김천시 증산면 금곡리 226-1번지
과실주,크라테 화이트스위트,11.5%,청수(100%),"크라테 화이트스위트 한국 농진층에서 개발한 청수 100% 만든 와인이다. 향긋한 아카시아 꿀과 잘익은 배향,청사과,레몬,청포도와 같은 향이 특징이다, 상큼하고 달콤한 맛과 싱그러운 청량감이 매력적은 와인으로 누구나 편안하게 먹을 수 있고, 11.5% 알코올 화이트의 색과 맛 향이 살아 있는 와인이다.","전복회, 소라찜, 대하구이, 삼계탕 등 한국의 음식, 그리고 허브나 올리브유를 곁들인 지중해 음식과 잘 어울린다.",경상북도 김천시 증산면 금곡리 226-1번지
과실주,뱅꼬레 더감,12%,"감, 효모","강렬한 햇빛으로 좋은 과일이 만들어지는 청정 영천에서 직접 재배한 감으로 만든 와인. 화려한 황금빛, 열대과일향, 꽃향기가 느껴지며,  감의 떫은 맛을 내는 탄닌으로 인한 바디감과 매끄러운 촉감이 특징이다. 우아하게 균형잡힌 당도와 산도가 매력적인 와인이다.","부드러운 과일 치즈, 가벼운 카나페와 가볍게 즐겨도 좋으며, 닭이나 훈제오리와 같은 부드럽고 담백한 요리, 김치찜, 갈비류나 양꼬치, 유산슬 등과도 매칭이 좋다.",경상북도 영천시 금호읍 원기리 414-2
과실주,붉은진주 머루와인 스위트,12%,"머루.(91.445%), 백설탕 (8.5%), 무수아황산(산화방지제) (0.035%), 소르빈산(보존료) (0.02%)",덕유산과 백두대간이 지나는 깨끗한 자연에서 자란 머루는 높은 일교차로 당도가 높고 색상이 짙다. 붉은진주는 덕유산 자락에서 자리잡은 청정지역과 지리적표시인증을 특한 무주를 대표하는 친환경산머루와인이다.,"채끝살구이, 된장 숙성 삼겹살, 고추장찌개 등 대부분의 한식과 잘 어울리며, 간단하게 치즈와 함께 먹는 것도 추천한다.",전북 무주군 안성면 덕유산로 482
과실주,붉은진주 머루와인 드라이,12%,"머루(99.965%), 무수아황산(산화방지제) 0.035%","일반 머루주와는 달리, 머루와인 Red Pearl은 엄선된 머루 원료100%를 발효한 순수 와인으로써, 알콜을 활용하여 추출한 머루주와는 품격을 달리한다. 덕유산과 백두대간이 지나는 깨끗한 자연에서 자란 머루는 높은 일교차로 당도가 높고 색상이 짙다.","기름기 있는 음식의 느끼함을 잘 잡아줄 듯 하여 삼겹 김치찜, 막창구이, 샤퀴테리 등 양식류와 기름진 고기 등에 함께 곁들이는 것을 추천한다.",전북 무주군 안성면 덕유산로 482
과실주,"산막와이너리, 미",13%,"포도, 아황산칼륨, 백설탕","청포도 청수가 산머루, 캠벨 얼리와 함께 블렌딩되어, 청포도의 향미를 뽐내는 레드 와인이다. 청포도와 함께 숙성하여 달콤한 풍미를 지닌 스위트 레드와인으로서 산막와이너리만의 블렌딩방식으로 숙성, 가공하여 붉은 과일, 청포도의 맛이 살아있는 와인이다.",다양한 요리들과 즐길 수 있는 와인으로 한정식집 코스요리나 달콤한 디저트류와 잘 어울린다.,충북 영동군 영동읍 산막골길 31-45
과실주,"산막와이너리, 아로퓨어",13%,"아로니아, 아황산칼륨, 백설탕","산막와이너리의 아로퓨어는 빛나는 루비빛을 띠고 있다. 투명도가 좋은 고품질 와인이며, 기분좋은 아로마가 가득 담겼다. 나무향, 흙향, 허브향, 졸인 붉은 열매향과 함께 자연의 향이 매력적인 와인이다.","돼지고기나 가금류 요리, 가벼운 양념이 된 한식과도 어울린다.",충북 영동군 영동읍 산막골길 31-45
과실주,"산막와이너리, 비원퓨어",13%,"포도, 아황산칼륨, 백설탕","산막와이너리의 비원퓨어는 산머루 100%로 만들어진 진한 풍미와 다양한 맛과 향을 가진 장기 숙성 가능 와인이다. 기분좋은 산미와 타닌감, 꽃향과 초컬릿, 붉은 열매류의 향이 풍성하게 담겨있다. 균형잡힌 맛과 이상적인 품질을 갖춘 와인이라고 감히 자부할 수 있다.","대창, 막창, 양고기 스테이크 등 기름기가 있는 다양한 음식과 잘 어울린다.",충북 영동군 영동읍 산막골길 31-45
과실주,"산막와이너리, 비원",13%,"포도, 아황산칼륨, 백설탕","산막와이너리의 비원은 산머루와 캠벨의 이상적인 조화로 탄생한 블렌디드 레드와인이다. 독특한 향미와 세련된 밸런스가 돋보이는 와인이다. 스테인레스 스틸 탱크에서 18개월 이상 숙성된 비원2018은 아직도 충분한 잠재력을 품고 있는 와인이다. 산막와이너리가 추구하는 와인을 향한 열정을 그대로 담아낸 레드와인인 비원은 향, 산미, 달콤함, 타닌이 적정하게 균형을 이루고 있다.","고기 등 육류와 서양음식, 한식과도 잘 어울리는 와인이다.",충북 영동군 영동읍 산막골길 31-45
과실주,"산막와이너리, 화몽",13%,"포도, 아황산칼륨, 백설탕",산막와이너리에서 최초로 생산한 와인입니다. 산뜻하고 신선한 스타일의 향기로운 레드 드라이 와인으로 화려한 과일향과 자연의 향미가 깔끔하게 담겨 있습니다. 가벼운 바디감과 캠벨 얼리 특유의 아로마가 한식과 잘 어울립니다.,"돼지고기, 삼겹살, 삼계탕, 잡채, 라면, 비빔밥, 불고기, 떡볶이, 오뎅탕",충북 영동군 영동읍 산막골길 31-45
과실주,"산막와이너리, 라라",12%,"포도, 아황산칼륨, 백설탕","라라는 한국 와인의 메카, 영동 지역 와인이다. 생산자인 산막와이너리에서 청수 포도를 직접 재배하고 가공하여 만들고 있다. 저온침용을 통해 향을 보존함으로써 매력적인 향과 깔끔한 맛을 내는 것이 특징이다.",산도가 강하므로 해산물과 좋은 조화를 이룰 듯 하다. 또는 디저트와 페어링 하는 것도 좋다.,충북 영동군 영동읍 산막골길 31-45
과실주,너브내 로제 스파클링,12%,"국산포도 효모, 설탕, 아황산나트륨, 수트랄로스, 자일리톨","딸기, 살구, 붉은 꽃과 은은한 모과 향, 나무 향, 은은한 단 향기가 느껴진다. 곶감 등 건조된 과일의 향도 느낄 수 있으며 오프 드라이한 와인이다. 과숙된 포도의 단맛과 향기가 나며, 프레시한 아로마보다 조금 숙성된 부케가 느껴지는 와인이다.","치즈케이크, 바닐라 아이스크림 등 단맛이 되는 디저트류나 낙지 볶음, 닭갈비 등 약간 매콤한 음식과 잘 어울린다.",강원도 홍천군 서면 팔봉산로 811-28
과실주,너브내 스파클링 화이트,12%,"국산포도 효모, 설탕, 아황산나트륨, 수트랄로스, 자일리톨",진한 머스캣향과 향긋한 과일향이 풍부하고 산미의 조화가 돗보이는 와인으로 한가지 향만을 지난 단순함에서 벗어나 오감을 통한 다양함을 즐길수 있다.,"감자요리나 각종 전 요리, 초밥, 새우 등 해산물 요리와도 잘 어울린다. 또는 프로슈토와 같은 염장한 햄, 부드러운 치즈 혹은 과일 타르트와도 잘 어울린다.",강원도 홍천군 서면 팔봉산로 811-28
과실주,2018년산 하미앙 오크와인,12%,국내산 산머루,"하미앙 와인은 지리산 해발 500고지 이상에서 재배하는 산머루로 만든다. 지리산은 낮과 밤의 일교차가 크고 강수량이 적당하며, 게르마늄 지대의 토질로 게르마늄 성분이 풍부해 산머루의 당도가 높고 맛과 향이 좋다. 2008년에 수확한 산머루를 상등액(침전물이 없는 액체의 맑은 부분)만 골라 오크통에서 숙성하여 색은 더 진하고 향이 풍부한 프리미엄 와인이다.","그릴에 구운 육류와 구운 야채들, 향이 강한 치즈나 간장게장, 홍어찌개, 추어탕 등과 함께 하면 좋을 듯 하다.",경남 함양군 함양읍 삼봉로 442-14
과실주,2016년산 하미앙 드라이,12%,국내산 산머루,"하미앙 와인은 지리산 해발 500고지 이상에서 재배하는 산머루로 만든다. 지리산은 낮과 밤의 일교차가 크고 강수량이 적당하며, 게르마늄 지대의 토질로 게르마늄 성분이 풍부해 산머루의 당도가 높고 맛과 향이 좋다. 2016년에 수확한 머루를 정통발효공법으로 지하숙성실에서 장기숙성한12%의 드라이 와인으로 산머루 특유의 그윽한 향취와 깔끔함이 특징이다.","스테이크나 바비큐 등 육류나 사과파이, 에그타르트 등의 페이스트리 디저트류와 잘 어울린다. 특히 삼겹살에 칼집을 내어 와인에 절이면 더욱 부드럽고 육즙이 풍부한 고기를 맛볼 수 있다.",경남 함양군 함양읍 삼봉로 442-14
과실주,2016년산 하미앙 스위트,10.5%,국내산 산머루,"하미앙 와인은 지리산 해발 500고지 이상에서 재배하는 산머루로 만든다. 지리산은 낮과 밤의 일교차가 크고 강수량이 적당하며, 게르마늄 지대의 토질로 게르마늄 성분이 풍부해 산머루의 당도가 높고 맛과 향이 좋다. 2016년 수확한 산머루를 정통발효공법으로 지하숙성실에서 장기숙성한10.5%의 부드러운 와인으로 산머루 특유의 그윽한 향취가 살아있다.",강한 음식과 잘 맞는 상성을 보여줄 듯 하다. 또한 쿠키나 치즈 등과 함께 디저트용으로 마시기에도 좋다. 뱅쇼나 양파와인을 만들 때에도 잘 어울릴 것이다.,경남 함양군 함양읍 삼봉로 442-14
과실주,고창 복분자주 특4호,18%,"복분자48.8%(국산), 정제수, 수정, 설탕, 구연산, 알라닌, 스테비올배당체, 효모",차게 해서 드시면 복분자 특유 적당한 단맛과 드라이한 맛이 어우러진 특별한 향미를 즐기실 수 있습니다.,"장어, 소고기",고창군 아산면 복분자로 196
과실주,프렌치 린넨,4.7%,"사과즙60.80%(사과:국산), 정제수, 배농축과즙(고형분67%,배:국산), 벌꿀(국산), 청포도농축액(청포도100%), 레드자몽농축액(레드자몽100%), 바질, 청포도향, 탄산가스, 사과산(산도조절제), 구연산(산도조절제), 메타중아황산칼륨(산화방지제), 효모아황산류함유",청포도의 상큼함과 자몽의 새콤한 밸런스를 바질 향이 깔끔하게 잡아줍니다.,"파스타, 시금치, 크림치즈 등 달달 짭짭한 음식과 페어링 하기 좋습니다.",대한민국 충청북도 충주시
과실주,허니문배,4.9%,"사과즙50.94%(사과:국산), 배즙20.79%(배:국산), 정제수, 벌꿀3.48%(국산), 홍차, 배향, 천일염, 탄산가스, 사과산(산도조절제), 구연산(산도조절제), 메타중아황산칼륨(산화방지제), 효모아황산류함유",신선한 국산 배즙과 달달한 꿀이 만나 완성된 스위트 배 사이더입니다.,"육전에 파절이를 얹어 허브와 같은 파 향이 고기와 어우러질때 허니문배 한 모금이면 깔끔피니시 그 자체! 뿐인가요, 간장양념 베이스의 불고기,갈비,불맛 나는 해물주꾸미 뽂음까지 허니문배와 함께라면 디너부터 안주까지 풀코스 가능합니다.",충청북도 충주시 중앙탑면 인담길 35-1
과실주,부안 참뽕주,13%,"정제수,오디(국내산)30.38%,설탕,주정,과당,구연산,효모,사과산",6월에 바로 수확한 부안의 햇오디만을 사용하여 내변산 양조장만의 특별한 발효과장을 통해 오크 숙성하여 빚은 깊은 풍미를 내는 부안 참뽕 와인입니다.,,전라북도 부안군 행안면 부안농공단지길 14-11
과실주,산머루주,16%,"머루39.645%(국내산), 설탕, 메타중아황산칼륨(산화방지제), 효모, 주정, 정제수, 과당, 효소처리스테비아",당도가 높고 과즙이 풍부하여 머루의 깊은 향과 맛을 느낄 수 있습니다.,"치즈, 과일, 삼겹살",전라북도 무주군 안성면 장무로 1375-7번길
과실주,홍시,12%,"정제수,감[홍시]30.8%(국내산),액상과당,주정,설탕,DL-사과산,효모","농축된 홍시의 단맛이 입안을 메우지만 잔상이 길지 않아 부담 없고, 후미에 씁쓸한 알코올 맛이 올라와 밸런스를 이룹니다.",새콤한 샐러드류나 신선한 해산물류와 잘 어울려요.,경기도 포천시 화현면 화현리 512
과실주,애플블랑,12%,"예산사과(국내산) 86%, 설탕, 효모, 구연산, 무수아황산(산화방지제), 소르빈산칼륨(합성보존료)","향긋한 사과향이 코 끝을 자극하며, 입안에서 퍼지는 낭만적인 달콤함과 연이어 찾아오는 부드러운 목 넘김을 경험해 보세요.",,충남 예산군 고덕면 대몽로 107-25
과실주,딸기 스파클링와인,12%,"선신딸기90% ,아황산염,소르빈산염,백설탕",직접 재배한 딸기만을 가지고 특허받은 딸기와 인 제조법으로 만든 와인입니다.,"양식류 - 스테이크 등  ,간단한 안주류 - 치즈 등 ..",충청남도 서산시 고북면 산직마을길 85
과실주,애플린,12%,"효모,설탕,구연산[산도조절제],소르빈산칼륨[보존료],수크랄로스[감미료],메타중아황산칼륨[산화방지제] 아황산함유",애플린 와인은 향긋한 아로마 향과 목 넘김이 부드러운 깔끔한 스위트 와인으로 인기가 많은 와인입니다.,"삼겹살,소고기 , 생선회...",전라북도 무주군 무주읍 유속1길 34
과실주,복숭아와인,12%,"복숭아원액89.92%[국내산100%],설탕,효소",투명하고 은은한 복숭아 향이 살아있는 산뜻한 바디감의 화이트 와인입니다.,"치즈,반찬",세종특별자치시 전동면 솔티로 375-9 1층
