술 종류,술 이름,술 도수,술 재료,술 소개,술과 같이 먹는 음식
탁주(고도),단홍,13.5%,"정제수, 찹쌀(국내산), 개량누룩, 효모, 유산균, 라즈베리(폴란드산), 히비스커스, 화자오, 비트(국내산), 우뭇가사리","5가지 붉은 부재료를 담은 단홍은 기존의 탁주 문법을 해체하는 과감한 시도를 통해 탄생한 포스트모던 탁주이다. 시선을 끄는 진한 루비색, 화려한 히비스커스와 화자오의 향, 새콤달콤한 맛이 특징으로, 탁주 장르의 고정관념을 뛰어넘기 위해 설계되었다. 술의 맑은 부분을 맛볼 수 있게 제작되어 약주와 탁주 두 가지 맛을 동시에 즐길 수 있다.","포케, 리코타치즈 샐러드나 붉은 살 생선이나 기름진 고기와 잘 어울린다."
탁주(고도),온섶,12.8%,"정제수, 찹쌀(국내산), 개량누룩, 효모, 유산균, 계피, 생강, 감초, 넛맥, 파인애플(외국산)","온섶은 더운 장작이 쌓인 모습 이라는 뜻으로, 추운 날 마시면 뜨거우면서 포근한 느낌을 주는 술, 반가우면서도 낯선 술을 모토로 설계되었다. 모주나 수정과를 연상하게 하는 부드럽고 진한 계피, 감초, 생강에 한국술에는 생소한 파인애플과 넛맥, 팔각회향을 얹어 전에 없는 맛을 완성하였다. 따스한 온도로 한모금 마시면, 먼 겨울나라의 오두막에서 벽난로를 쬐는 듯한 여행의 정취를 느낄 수 있다.","식전주 혹은 식후주로, 대부분의 음식과 잘 어울리지만 특히 유과나 떡과 같은 디저트류와 잘 어울린다. 또한 추어탕과도 좋은 궁합을 보이는데, 산초가루까지 적당량 풀어 즐긴다면 한층 다양한 향을 만끽할 수 있다."
탁주(고도),벗이랑 강황,15%,"쌀(국내산), 정제수, 강황(국내산), 프락토올리고당(국내산)","벗이랑은 대전시와 인근지역에서 자연자생 및 청정재배를 통해 채취한 강황, 버찌 등 건강에 이로운 자연식물로 세 번 빚은 삼양 생탁주이다. 색, 향, 미 세가지가 조화롭게 어우러진 프리미엄 삼양주로, 저온 숙성을 거쳐 목넘김이 부드럽고 바디감이 깊은 생탁주 이다.","약과, 약밥, 송편 등 좋은 떡류나 고추장 불고기, 사천 탕수육 등을 추천한다."
탁주(고도),벗이랑 버찌 홍국,15%,"쌀(국내산), 정제수, 버찌;(국내산), 홍국쌀(국내산), 프락토올리고당(국내산)","벗이랑은 대전시와 인근지역에서 자연자생 및 청정재배를 통해 채취한 강황, 버찌 등 건강에 이로운 자연식물로 세 번 빚은 삼양 생탁주이다. 색, 향, 미 세가지가 조화롭게 어우러진 프리미엄 삼양주로, 저온 숙성을 거쳐 목넘김이 부드럽고 바디감이 깊다. 벚꽃이 지고난 후 안토시아닌이 다량 함유된 버찌열매를 채취하여 홍국과 함께 발효시킨 제품으로 감미로우면서도 알싸한 맛의 조화가 좋다.",마지막 향과 음식이 이어질 수 있도록 조금은 새콤하게 무친 도라지 같은 나물류의 무침 혹은 더덕 고추장 구이와 함께 맛보면 좋겠다.
탁주(고도),벗이랑 조릿대 산죽,15%,"쌀(국내산), 정제수, 고려조릿대(국내산), 프락토올리고당(국내산)","벗이랑은 대전시와 인근지역에서 자연자생 및 청정재배를 통해 채취한 강황, 버찌 등 건강에 이로운 자연식물로 세 번 빚은 삼양 생탁주이다. 색, 향, 미 세가지가 조화롭게 어우러진 프리미엄 삼양주로, 저온 숙성을 거쳐 목넘김이 부드럽고 바디감이 깊다. 청량하고 드라이하다.","송편, 절편, 백설기, 초콜릿, 아이스크림 등 단맛이 좋은 제품이나 부대찌개, 감자탕과 즐기는 것을 추천한다."
탁주(고도),청혼 화이트,13%,"경기미(용인백옥쌀), 밀누룩, 국, 효모","청혼 화이트는 제이앤제이 브루어리에서 만드는 청혼 시리즈 4종중 기본 탁주이다. 시원한 꽃향, 과일향이 엺게 느껴지며, 살짝 가미된 산미, 달지 않은 드라이함, 가벼운 질감, 알콜 13% 의 쌉싸름함에 자연탄산의 청량한 맛까지 느낄 수 있는 가볍고 깔끔한 막걸리이다.","가벼운 음식부터 매콤한 음식까지 두루두루 어울리며, 특히 삼겹살, 돼지 불백, 아구찜, 꽃게찜, 똠양꿍 등 맛과 향이 강한 음식을 함께 먹는 것을 추천한다."
탁주(고도),소풍,5.5%,"정제수, 쌀(국내산산청메뚜기쌀), 입국, 에리스리톨, 포도당, 효소처리 스테비아, 혼잡제제(효모, 유당, 넥스트린), 효소제, 탄산칼슘, 우유","지리산 산청의 몬스터빌리지에서 2번째로 선보이는 톡소다 막걸리의 소풍.  탄산을 주입하지않고 발효과정중에 생기는 탄산을 그대로 병입한 천연탄산 막걸리, 톡톡쏘는 소다맛이 나는 막걸리이다.","문어숙회, 제철 생선회 등 해산물이나 치킨, 피자, 튀김류, 매운 떡볶이와도 잘 어울린다."
탁주(고도),설레 7도,7%,"정제수, 쌀(국내산산청메뚜기쌀), 국, 효모, 밀함유",971년 할아버지부터 이어온 산청양조장의 3대전승자가 또다른 양조장 몬스터빌리지에서 전통주입문자들과 술을 잘못하시는 사람들을 위해 개발한 무감미료 7%막걸리이다.,"부드럽고 달콤한 술이다보니 매콤한 음식과도 잘 어울리며, 다른 맛을 첨가하지 않은 비스킷과도 궁합이 좋다."
탁주(고도),복순도가 슈퍼드라이,6.5%,"정제수, 쌀(국산), 곡자(밀)","울산을 대표하는 프리미엄 전통주 브랜드 복순도가의 여섯번째 작품으로, 감미료 없이 쌀, 곡자, 정제수 세가지 재료로만 빚어냈다. 또한, 질 좋은 누룩과 쌀을 전통 방식으로 발효하여 신선한 요구르트 같은 살구빛을 띄며, 입자가 매우 고와 탁주 특유의 텁텁함 없이 청량함이 뛰어나다.","홍어삼합, 새꼬시, 과메기, 해산물 파스타 등과 즐겨보면 좋다."
탁주(고도),도갓집 막걸리,6%,"정제수, 쌀(국내산), 국(국내산), 물엿, 누룩(밀함유), 효모, 아세설팜칼륨(감미료)","잘 익은 곡물향과 누룩향, 약한 바닐라 향과 풋사과 향을 느낄 수 있는다. 일반적으로 생각하는 막걸리의 표본과 같은 제품으로 4가지맛 감(단맛), 산(신맛), 고(쓴맛), 삽(걸쭉한 맛)과 청량감이 어우러져 조화로운 맛을 내는 것이 특징이다.","닭볶음탕, 돼지갈비찜, 자반 고등어 등 맛과 향이 강한 음식, 대부분의 한식과 좋은 궁합을 가진다."
탁주(고도),선희주,12%,"찹쌀(국내산), 멥쌀(국내산), 누룩(국내산), 정제수, 밀함유","선희주는 멥쌀 죽과 소량의 누룩으로 밑술을 만들고 찹쌀로 덧술을 한 이양주로 무감미료이며, 발효, 숙성기간은 약 100일 정도 걸려서 빚었다. 죽술의 특징인 깔끔한 맛이 나며 달지 않고 드라이하며 산미가 좋다.","기름진 음식, 육류, 생선류, 월남쌈 등과 잘 어울린다."
탁주(고도),보은주,10%,"찹쌀(국내산), 멥쌀(국내산), 누룩(국내산)",쿡피아의 대표이자 방송인인 이보은 요리연구가와 충북 무형문화재 청명주 제조기능보유자 김영섭 명인이 함께 연구 개발한 ‘보은주’ 이름처럼 은혜에 감사하는 마음을 전하기 좋은 전통주다.,"자극적인 음식보다는 손맛 묻은 반찬에 곁들이가 좋으며, 특히 한식요리와 잘 어울린다. 두부김치, 단호박 감자채전과 즐기면 풍미를 높여주고 입맛을 돋운다."
탁주(고도),일곱쌀,7%,"정제수, 멥쌀(국내산), 국, 효모","알코올 7% 맑은 청량감과 함께 느껴지는 은은한 단맛, 풋사과향과 바나나, 멜론의 향이 치고 올라온다. 병입후 일주일정도 지나면 크리미한 탄산음료의 질감도 느낄 수 있다. 감미료 없이 쌀로만 낸 단맛이 깔끔한 피니쉬를 준다.","모듬전, 수육, 어복쟁반 등 한식이나 올리보오일 베이스의 파스타, 고트치즈 등과도 잘 맞는다."
탁주(고도),열두쌀,12%,"정제수, 멥쌀(국내산), 국, 효모","알코올 12%, 본격 녹진한 쌀의 질감이 있다. 향도 맛도 두배로 느껴지는 강력한 술이다. 바닐라와 쌀 젤라또 같은 느낌이 있다. 숙성시킬 수록 알콜은 강해지지만 의외로 목넘김은 더 부드럽고 안정적인 술이 된다. 달콤한 쌀의 맛으로 시작해서 끝은 쌉쌀하게 마무리된다. 강한 술인만큼 안주가 조금 자극적이어도 좋다.","한우 갈비찜, 육전, 수육 등 술 맛을 잘 받쳐주는 소고기 요리나 돼지목살 스테이크, 전기통닭구이와 궁합이 좋다."
탁주(고도),연꽃담은술,8%,"둥굴레(국내산),개똥쑥(국내산),감초(국내산),향온곡누룩(녹두,보리,밀(국내산)), 사카린나트륨제제(포도당(70%),사카린나트륨(30%)(감미료))","10년의 연구와 임금누룩 “향온곡”으로 빚어낸 역작 연꽃을 주제로 빚은 첫 번째 꽃막걸리 시리즈 향온곡은 일반 누룩과 달리 밀, 보리, 녹두를 넣어 띄우는 누룩이다. 고문헌에는 향온곡으로 술을 빚으면 맛과 향이 탁월해 도저히 잊을 수 없으니, 세상이 어지러워지지 않도록 대중들에게 공개하지 말라는 내용이 남아있다.","연잎밥, 쑥떡, 사찰음식이나 매운 닭발 등 자극적인 음식도 잘 어울린다."
탁주(고도),화천용화산,10%,"정제수,쌀(화천군),곡자(밀/국내산),이소말토올리고당,효모, 정제효소제 밀함유",화천농협 정미소에서 갓 도정한 화천군100% 햅쌀로만 빚은 생쌀발효법으로 저온 장기발효로 완전발효함으로써 숙취가 적다. 10%의 도수임에도 목 넘김이 좋은 동동주로 윗술을 처음드시고 나중은 잘 흔들어 또 다른 묵직한 맛을 즐길 수 있다.,"보쌈, 고기와 같은 기름진 음식과 잘 어울리며 변주를 주고 싶다면 팥앙금을 넣은 앙버터도 좋다"
탁주(고도),이화주(술샘),8%,"쌀(국내산 경기미 100%), 누룩, 정제수",한 숟 떠서 오물오물 머금는 독특하고 이색적인 막걸리인 이화주. 쫀득쫀득한 요거트를 연상시키는 술로 떠먹거나 물에 타서 마시는 등 기호에 따라 먹는 재미가 있다. 배꽃이 필 무렵에 빚는 술이라는 이름이 붙여진 이 이화주는 고려시대부터 전해져 내려오는 전통주로 양반가에서 마시던 귀한 술이었다. 전통쌀 누룩을 사용하여 새콤달콤 유기산과 효모의 맛이 그대로 살아있는 그 특유의 맛이 참 좋은 전통주다.,"셀러드, 비스켓, 식빵, 제철과일 등이 이화주의 새콤함과 잘 어울린다."
탁주(고도),담향 대대포 블루,6%,"백미(국내산, 무기농 무농약), 벌꿀(국내산), 정제수",전남 담양을 대표하는 지역 막걸리로서 담양군에서 재배한 친환경 유기농쌀과 토종벌꿀을 사용하여 장기저온발효공법으로 제조한 프리미엄 막걸리다. 인공감미료를 첨가하지 않고 국내산 벌꿀과 천연감미료로 넣어 은은한 막걸리의 단맛을 자아내는 술이다. 연한 볏짚단 빛깔의 가볍고 부드러운 막걸리이다. 꿀을 첨가하여 단맛을 보충하고 향미도 살렸다. 과하지 않은 탄산과 산미가 품위 있고 나긋한 맛을 선사한다,"모듬전, 보쌈, 수육, 나물류 등과 잘 어울린다."
탁주(고도),스톰탁주,6%,"국내산 쌀 (밀양),정제수,쌀,입국,스테비올 배당체","세계적인 인기 캐릭터 와 오리지널 스톰트루퍼 와 90년 전통의 밀양 클래식 술도가 가 협업하여 제작된 글로벌 막걸리 프로젝트입니다.
기분 좋게 달달하고 탄산이 강하지 않아 누구나 즐길 수 있는 깔끔하고 상쾌한 맛입니다.",
탁주(고도),보스토끼,9%,"정제수,쌀(국내산),국(말함유),효모",보스토끼 막걸리는 단맛보다는 경쾌한 산미와 담백한 맛 거기에 적당한 탄산이 어우러진 Alc.9%무감미료 드라이 생 막걸리입니다.,"간이 세지 않은 음식과 페이링 시 보스토끼 막걸리 본연의 맛에 집중할 수 있습니다.
기름지거나 자극적인 음식과 페어링하면 입안을 개운하게 정리해줘요!"
탁주(고도),너디호프,5%,"정제수,찹쌀(국산),누룩,효모,정제효소,바질","너디호프는 처음에는 바질의 휘몰아치는 향,그리고 보태니컬한 맛, 그 되를 따르는 마지막 산미의 깔끔한 피니쉬가 조화를 이룹니다.","파스타,피자,감바스,토마토 카프리제,모든 치즈, 바게트 샤워도우"
탁주(고도),생딸기 막걸리,6%,"햅쌀(국내산 신동진품종),쌀,쌀가루,국내산 딸기,효모,효소,정제수,프락토올리고당",단맛을 내기 위하여 아스파탐 등 화학첨가물을 일체 넣지 않습니다. 햅쌀과 생딸기에서 우러난 천연의 건강한 단맛을 만끽합니다.,"1 매콤한 안주와 한께!
2 각종 전과 즐겨 보세요!
3 더운날엔 상큼하고 달달한 슬러쉬로 드실 수 있어요!"
탁주(고도),낙안읍성,12%,"찹쌀 36%(국내산), 맵쌀 7%(국내산), 누룩2%(국내산), 천연암반수 55%,","낙안뜰에서 친환경 지역 농산물로 재배한 우리 찹쌀, 다양한 발효균이 살아있는 전통누룩 그리고 천연암반수만을 사용하여 진한 감칠 맛을 느낄 수 있습니다.",
탁주(고도),에피소드,9%,"쌀(평택산100%), 사과, 꿀, 유자, 정제수, 누룩, 정백당, 로즈마리","투명한 분홍 빛 하늘,끝 없이 이어진 풍요로운 들판,코끝을 자극하는 상큼한 바람이고 미지의 세계로 들어선 호랑이의 첫 번째 에피소드입니다.

은은한 꽃 향기, 다양한 부재료가 선사하는 오묘한 맛의 컴비네이션,깔끔하고 기분 좋은 피니쉬입니다.",
탁주(고도),짝꿍막걸리,8%,"정제수 ,쌀(국내산),국,효모,밀합유",기존 막걸리에서 즐길 수 없었던 다양하고 복잡한 맛이 매력적인 술입니다.,"짭쪼롬한 안주, 나쵸"
탁주(고도),옛날 생동동주,6%,"물, 쌀(국내산), 쌀가루(국내산), 효모, 조제종국, 정제효소제, 젖산, 아스파탐(감미료,페닐알라닌 함유), 아세셀팜칼륨(감미료)",깨지지 않고 동동 떠있는 쌀알들이 강하지 않은 자연 탄산과 함께 부드럽게 입 안을 넘어갑니다.,"부침개, 전,달콤한 떡볶이, 삼계탕, 양녑치킨, 대하구이, 감자튀김 등"
탁주(고도),딸기아랑주,6%,"정제수,쌀(국내산),돌배(국내산),딸기(국내산),조제종국,누룩(밀),입국(국내산),스쿠랄로스(감미료)",아랑주는 향긋한 딸기향과 딸기 본연의 달콤한 그 맛이 좋아 남녀 노소 누구나 부담없이 마시기 좋습니다.,"매콤한 안주 ,단짠단짠 치즈 ,상큼달달 슬러쉬"
탁주(고도),옹기 막걸리,7%,"정제수,쌀가루(국내산),백설탕,활성건조효모(건조효모,유화제),국[조효소제(밀),정제효소],구연산,밀함유","단맛보다는 산미가 풍부해 느린마을 막걸리와는 다른 매력을 느낄 수 있고, 인공감미료 없이 우리 쌀로만 빚어 목넘김이 더욱 부드럽고 꾸밈없는 막걸리입니다.","한식 ,전류 ,육류."
탁주(고도),까망토끼,9%,"쌀,흑미 ,오미자(이상국내산),조효소제,정제수","까망토끼는 용인 백옥쌀과 국내산 흑미를 사용해 파스텔블랙 컬러의 매혹적인 색을 띄며,100% 수작업으로 빚는 프리미엄 탁주입니다.","전류 튀김류 ,우동 등등"
탁주(고도),온지몬,10%,"정제수, 찹쌀(국내산), 레몬청, 고구마, 감자, 누룩(밀 함유)","새콤 달콤 끝판왕 제주산 레몬을 세척 후 슬라이스해 직접 담근 청을 이용, 인공적인 행을 첨가 하지 않고도 자연스러운 레몬의 맛과 향이 잘 느껴집니다. 하나같이 심심하지 않은 맛이라는 점이데 온지 시리즈를 접해보신 분들이라면 고개를 끄덕끄덕 하실겁니다",식전주로 먼저 드셔도 좋습니다.단ㄱ튀김이나 통삼겹구이 같은 기름진 음식과 함께 하면 느끼함을 싹 잡아줍니다.
탁주(고도),방풍 막걸리,10%,"정제수,쌀(국내산),방풍(국산)7.7%,누룩,수크랄로스(감미료)",여수 금오도 방풍막걸리는 방풍 잎에서 추출한 방풍즙이 7.7% 첨가된 막걸리입니다.옛부터 풍을 예방한다고 하여 이름붙여진 방풍나물은 뛰어난 약용성분을 가지고 있어 약재로도 사용되었습니다.,"보쌈,두부김치,골뱅이무침,파전 등등 ..."
탁주(고도),청탁막걸리,5%,"정제수,쌀(국산),곡자(누룩),아스파탐(감미료,페닐알라닌 함유)밀함유",100% 우리쌀로 만들어  더 건강하고 깊은 풍미를 느낄 수 있는 막걸리입니다.,
탁주(고도),얼떨결에 옐로,6%,"쌀(국내산),좁쌀(국내산),옥수수(국내산),정제수,정제효모,효모,젖산(산도조절제),기타과당,곡자(밀),밀함유",기존의 묵직한 바디감의 막걸리들 과 달리 청량하고 가볍습니다.,"떡볶이, 샐러드,치즈 등등 .."
탁주(고도),달,12%,"유기농 찹쌀(충남 홍성군 홍동면), 우리밀 누룩 , 암반수 약산샘물",새콤하고 달콤하며 쌉싸름한 맛이 조화를 이루고 곡식향과 천연 탄산 감이 어우러진 우리 술 백미 탁주입니다.,치즈와 궁합이 너무 좋습니다.
탁주(고도),서울야행,8%,"정제수,쌀 (김포산),누룩 밀 함유","오직 쌀, 물, 직접 제조한 누룩으로만 담근 100% 순곡주입니다.","소고기구이 ,회무침 , 만두 ."
탁주(고도),해창 생막걸리,12%,"정제수.참쌀(국내산)15.3%,멥쌀(국내산),입국,곡자(밀) 밀합유 효모","땅끝마을 해남에서 온 프리미엄 생 막걸리 찹쌀과 멥쌀 그리고 물,원재료의 고요한 맛과 향을 그대로 담아 자연 발효로 장기간 숙성시켜 만듭니다.","전복구이 ,홍어무침, 김치찜, 빈대떡.."
탁주(고도),대담 13,13%,"국산 쌀, 국산 전통 누룩, 물,대잎","대나무잎에는 플라보노이드 성분이 많이 함유되어 있어 항산화, 항노화 및 항균 활성 작용을 합니다.
마지막 목넘김까지 대잎의 고유의 향미를 느낄 수 있습니다.","김치두부, 부추전 ,해물전.."
탁주(고도),하늘담6 생막걸리,6%,국내산 햅쌀,"구수하고 달달한 맛에 살짝 쏘는 탄산감이 좋은, 전통 생막걸리의 진수입니다.",
탁주(고도),희양산 생막걸리 9도,9%,"쌀(국내산/무농약),효모,누록(밀/국내산),정제수","담백하고 깔끔한 맛이 특징으로,단맛과 신맛,알코올이 균형을 갖춘 술입니다.","한식류 , 한정식 .."
탁주(고도),경기 쌀 막걸리,7.7%,"물,쌀(경기미 세마쌀26.67%),국,효모,밀함유",국내산 세마쌀을 100%원료로 합성 첨가물 없이 순수 재료로 깨끗하고 정직하게 만들어 깔끔하고 깊은 맛을 느끼실 수 있습니다.,
탁주(고도),월탁,13.1%,"쌀(국내산), 정제수, 누룩","월탁은 막걸리 제조 과정 중 인공 첨가제나 과일을 넣지 않았음에도 과일향을 느끼실 수 있습니다.마시는 사람이 어떤 과일을 생각하는지에 따라 잔 안에 가득히 퍼지는 과일향이 다르게 느껴지며,달콤한 과일향이 후각을 자극합니다.",
탁주(고도),벼리,6%,국내산 쌀13%,저온 숙성과정에 알코올을 일부 증발시켜 풍미를 가득 담았습니다.부드러운 목넘김과 깊고 상쾌한 맛을 느낄 수 있습니다.,
탁주(고도),온지오,10%,"정제수, 찹쌀(국내산), 건오미자, 고구마, 감자,누룩(밀 함유)",손으로 직접 짜내어 주질이 부드러운 서촌 막걸리의 특징 그대로 목 넘김이 깔끔해서 가벼운 느낌으로 즐길 수 있습니다.,닭튀김이나 통삼겹구이같은 기름진 음식과 함께 하면 느끼함을 싹 잡아줍니다.
탁주(고도),삼해주,15%,"양주쌀, 누룩, 정제수","삼해 주는 고려 시대부터 이어져 온 서울지역의 전통주입니다. 원래 궁중에서 의식이나 행사 사용하거나 사대부 집안의 가양주로 애용되다가 조선시대에 큰 사랑을 받았습니다. 15도 도수가 느껴지지 않을 만큼 부드러우며 단맛, 신맛 등이 적당히 잘 어우러지고 뒷맛도 깔끔합니다.",
탁주(고도),인천 생 소성주,6%,"정제수, 쌀(외국산),팽화미(외국산),이소말토올리고당, 국, 효모, 정제효소, 종국, 아스파탐(페닐알라닌 함유,합성감미료), 구연산, 밀(곡류)함유","기존의 막걸리의 이미지가 남성적이고 투박하며 거칠고 탁한 맛이었다면 생소성주는 여성들과 젊은층도 선호할 수 있도록 숙성시간과 담금횟수를 늘려 부드럽고 톡 쏘는 청량감이 느껴져 누구나 부담없이 마실수 있도록 하였다.

인천의 통일신라 시대 이름인 소성현에서 이름이 유래한 생소성주는 80년 넘게 막걸리를 빚으며 업계최초로 쌀로 만든 막걸리를 만들었고, 인천지역 최고의 점유률을 자랑하는 대표 막걸리이다.

또한 포장에는 소비자들에게 즐길거리를 제공하기 위해 12간지 동물을 그려넣어 막걸리를 마시면서 재미있는 대화의 소재가 될수 있도록 하였다.

생소성주는 성인이라면 누구나 마음편하게 마실수 있도록 부담없는 가격으로 공급해야 한다는 마인드를 바탕으로 지속적인 연구와 개발을 끊임없이 하고 있다

1990년 업계 최초로 쌀 막걸리를 출시한 인천탁주. 90년대 초부터 수출을 시작하고 92년 우수 포장선정 국세청장의 표창까지 받은 유서 깊은 양조으로, 인천지역 막걸리 시장의 큰손으로 자리매김하고 있다. 지난 1974년 인천지역의 11개 양조장의 합병으로 만들어져 72년간의 오랜 경험을 바탕으로 인천의 자부심을 가지고 막걸리를 빚고 있다.

생 소성주는 숙성시간과 담금 횟수를 늘려 부드럽고 톡 쏘는 탄산의 상쾌한 청량감이 느껴지며, 특유의 감칠맛이 매력적이다.",원료인 팽화미에서 나오는 고소한 향이 올라오는 것이 특징이다. 전체적으로 바디감과 목넘김이 가볍고 삼킨 후 남는 떫고 텁텁한 좋다. 생선회와 잘 어울린다.
탁주(고도),인천 소성주 플러스,6%,"정제수, 쌀(국내산), 국(밀함유), 팽화미(국내산), 올리고당, 효모, 아스파담(감미료, 페닐알라딘 함유), 구연산","소성주플러스 막걸리는 국내산 쌀과 한국 식품 연구원 우리술 연구팀과 공동개발한 국내산 전통 누룩의 우수효모로 만든 인천탁주에서 개발한 프리미엄 막걸리이다.

깨끗하고 부드러운 맛이 특징인 소성주플러스는 알코올 도수를 5%로 하여
여성들과 젊은층들이 선호하는 저도주 막걸리 시장의 특성을 잘 살린 막걸리이다. 

또한,  생소성주 라벨에 12간지 동물을 그려 넣었듯이 소성주플러스 라벨에도 12가지의 재미난 문구를 삽입하여 골라먹는 재미를 만들었다.",
탁주(고도),쌀은 원래 달다,9%,"쌀(국내산) 36.28%함유, 국, 효모, 혼합제제(효모가루, 유당)","자연의 맛 그대로,
소중한 분과 함께하는 고품격 프리미엄 막걸리

쌀은 원래 달다는 합성감미료를 전혀 사용하지 않고 오직 국내산 쌀로만 단맛을 구현한 프리미엄 막걸리입니다.
쌀은 원래 달다는 이화주 전통방식을 현대적으로 재해석하여 맛과 풍미가 가득한 생막걸리입니다.",
탁주(고도),궁예의 눈물,10%,"포천쌀31.1%,누룩3.1%,억새어린순0.3%,정제수65.6%.",왕건이 궁예에게 잡혀 크게 울었다고 해서 이름붙여진 산정호수의 명성산 그 산의 억새를 재료로 만든 가양주,
탁주(고도),고향춘,10%,"포천쌀9.6%,찹쌀19.2%향미참쌀9.6%,전가네 이화곡3.8%,정제수57.8%.",쌀가루 누룩(이화곡)으로 빚은 과일향과 단맛이 조화를 이룬 탁주이다.,
탁주(고도),유톡자톡,6%,"정제수,쌀(국내산),입국,감자,고구마,유자,효모,당류가공품",국내산 쌀에 유자를 더해 빚은 막걸리입니다. 유톡자톡은 화학첨가물을 일체 넣지 않고 국내산 우수한 품질의 양주 쌀로 만든 순수한 막걸리입니다.,"갈비찜,두부김치,족발,파전.닭갈비 곱창전골 양꼬치 양갈비"
탁주(고도),감성 막걸리,6%,"정제수,쌀(경기산),에리스리톨,국,효모",감성 막걸리는 천연 감미료와 국내산 100% 경기미를 사용하여 빚은 용인 지역특산주입니다.,"피자 ,족발,수욕,치킨"
탁주(고도),달막,13%,"정제수,쌀(국내산),국,효모,산도조절제",달막은 탄산 없이 묵직한 바디감과 과일 향이 특징입니다. 달막은 술을 거른 이후 물을 조금도 타지 않은 순수한 원주입니다. 오직 쌀 본연의 깊은 단맛을 살린 탁주로 걸쭉하면서 진한 맛을 느낄 수 있습니다.,"육전 ,홍어 삼합,닭백숙"
탁주(고도),찰진,7%,"정제수,찹쌀(국내산),멥쌀 (국내산),누룩(밀)",찰진 막걸리는 예로부터 전해져 내려오는 전통주 중 조선시대에 가장 널리 빚어져 왔던 ‘석탄향’ 주조법을 그대로 재현하여 깊고 풍성한 우리술의 풍미를 잘 살려낸 프리미엄 막걸리입니다.,
탁주(고도),오미자씨,7.8%,"희양산우렁쌀(국내산/유기농100%),효모,오미자(국내산/무농약),누룩(밀/국내산),정제수",부드럽고 뽀얀 분홍빛의 색을 보고 딸기우유가 떠오르지만 그 맛은 그리 달지 않아 깔끔하고 질리지 않게 마실 수 있는 오미자 막걸리입니다. 탄산이 없고 새콤한 맛이 강해 오미자의 맛을 더 잘 느낄 수 있습니다.,"한식류,한정식"
탁주(고도),하얀허브,8%,"쌀(국내산),누룩(국내산),허브(국내산 유기농)","하얀허브는 깨끗한 쌀,깨끗한 허브,깨끗한 누룩으로만 빚은 프리미엄 수제 막걸리입니다.","샐러드,생선초밥,파스타 등등"
탁주(고도),벗이랑 마일드,8%,"쌀(국내산),정제수,누룩(밀함유),효모,정제효소",100% 국내산 우수한 재료만을 엄선하여 한밭골 최고 품질 옥토미로 세 번 빚은 프리미엄 전통주입니다.,"육류,해산물류와 한식,양식."
탁주(고도),이천미 예술,14%,"백미(국산),밀누룩(국산),정제수 밀(누룩)함유","국내산 이천 쌀과 500년 전통 누룩으로 빚어 전통 누룩의 깊은 향과 쌀 고유의 자연스러운 단 맛,부드러운 목 넘김이 좋습니다.","보쌈,김치찜,튀김,파전."
탁주(고도),한탄강 익스프레스,12%,"멥쌀, 국, 효모, 조효소제","단 맛 없이 깔끔하고 새콤하고 쌉쌀한 맛을 가진 탁주입니다.달고 무거운, 텁텁한 맛을 가진 막걸리에 질렸다면,
한탄강 익스프레스는 깔끔하게 즐길 수 있는 전통주입니다.","육류,매콤한 음식."
탁주(고도),포그막 10,10%,"정제수 ,찹쌀,국,효모",조선시대 선비들에게 합격 찰떡으로 유명했던 유가 찹쌀만으로 빚은 술입니다.신맛을 강하게 생산하는 사워 효모를 사용하여 빚은 술입니다.,"넛츠류,과일류,밀초콜릿."
탁주(고도),문콕,8%,"찹쌀13.19%,멥쌀6.90%,누룩2.07%,정제수77.24%",문삼이공 막걸리 저도수 버전으로 가벼운 맛 대비 화려한 풍미를 지니고 있습니다.,"떡볶이,골뱅이 무침,닭갈비,"
탁주(고도),고타 하이크,6%,"물,쌀(국내산),국,효모",강원도 햅쌀을 사용해 빚은 고타 시리즈 막걸리는 부드럽지만 나약하지 않은 6도의 상쾌한 풍미가 있는 막걸리입니다.,
탁주(고도),포도 막걸리,12%,"쌀(국내산-포천 으뜸쌀), 포도(국내산-포천), 누룩(국내산), 정제수",리얼 100% 포도만 100% 천연발효 수제 막걸리입니다. 아스파탐은 물론 그 어떤 화학물질도 들어가지 않은 순수한 막걸리입니다.,"견과류,샐러드"
탁주(고도),연하,12%,"쌀(국내산), 누룩(국내산), 백년초(제주산), 진피(제주산), 정제수",연하 막걸리는 붉은색의 노을빛을 담고 있는 제주의 술입니다.부드러운 질감에 요거트 향과 시트러스 한 향이 나는 것이 특징입니다.,
탁주(고도),배꽃 필 무렵,9%,"쌀(국내산), 정제수, 누룩(밀)",쌀로만 만들어서 새하얀 색을 띠는 전용 누룩 [이화곡]으로 빚은 탁주입니다.,"구운 고기류 ,달콤한 디저트류"
탁주(고도),이화주,8.5%,"쌀(국내산,양주시),찹쌀(국내산), 정제수, 쌀누룩",이화주는 고려시대 때부터 빚어졌던 술로써 물을 거의 사용하지 않는 다는 것이 가장 큰 특징이며 농축 요구르트와 같은 된 죽 형태이고 달달한 맛과 독특한 향이 특징입니다.,"과일 ,견과류"
