술 종류,술 이름,술 도수,술 재료,술 소개,술과 같이 먹는 음식
"약주, 청주",가야곡왕주,13%,"쌀, 야생 국화, 구기자, 오미자, 솔잎, 매실","조선의 마지막국모 명성황후 민씨의 친정에서 빚던 가양주로 종묘대제의 제주(祭酒)로 사용되고 있다. 제철에 채취한 초, 근, 목, 피를 이용해야 약재의 효능을 최고로 끌어올릴 수 있는데, 가야곡왕주는 가야곡의 맑은 물과 제철솔잎, 구절초, 홍삼, 매실 등을 이용해 술에 다양한 맛과 향을 불어 넣은 좋은 약주라 할 수 있다.","갈비 소고기나 돼지고기를 양념한 갈비와 함께 먹으면 몸에 좋은 약재의 효능과 함께 영양도 챙길 수 있고, 술의 다양한 맛과 향이 갈비의 이취도 없애주어 좋다."
"약주, 청주",금산인삼주 12.5%,12.5%,"국내산쌀 93.5%, 국내산인삼 6.5%","약효가 뛰어난 5년근 이상 인삼을 사용하여 쌀과 누룩 등의 원료와 천연암반수를 사용하여 저온 발효시킨 양조주로서, 소주에 단순히 인삼을 담가 우려낸 침출주와는 달리 은은한 인삼의 청향과 풍미를 만끽할 수 있다.","고사리나물 고사리나물은 잘 삶아서 깨끗이 씻어 찬물에 하루 동안 불려 팬에 기름을 넉넉히 둘러 볶고, 간장으로 간을 한다. 고사리나물의 부드러운 식감과 구수함은 금산인삼주의 은은한 향과 풍미를 살려준다."
"약주, 청주",면천두견주,18%,"국내산 찹쌀, 누룩, 국내산 진달래꽃","천년 명주의 맥을 이어온 오랜 역사와 전통성, 진달래꽃잎으로 빚은 지극한 효성이 탄생시킨 술로 전통 발효주 가운데서는 높은 알콜도수에도 불구하고 맛이 부드럽고 감칠맛이 좋으며 담황갈색의 점성이 있는 발효약주이다. 1000년 전 고려개국공신 복지겸이 면천에서 백약이 무효한 병을 앓자 그의 딸 영랑이 백일기도를 드린 후 진달래꽃과 샘물로 빚은 두견주를 담아 100일 후 아버지에게 마시게 하여 병을 고쳤다는 효성스런 전설이 전해지고 있다.","두부샐러드 고단백 저지방식품인 두부는 알콜 흡수속도를 늦추고, 위를 보호해주어 술안주로 좋은데 두견주의 은은한 두견화 향취를 제대로 느낄 수 있는 음식이다."
"약주, 청주",산막생대덕주,13%,"국내산 찹쌀, 누룩","대덕주는 100여년의 역사가 있는 전통주로 유씨종가에 내려오는 전통주를 개발, 발굴하였으며 화학첨가물을 사용하지 않고 150m 암반수를 황토에 걸러 정수한 지장수와 우리밀 누룩을 사용하여 100일 동안 발효·숙성하여 부드럽고 달콤한 맛이 그윽하다. 명절제주로도 인기가 좋은 우리나라 전통주이다.","도토리묵 무침, 두부요리 도토리는 피로회복 및 숙취에 효과가 있고 소화기능을 촉진시키며 입맛을 돋우어준다. 약리효과, 해독작용, 노폐물분해, 피부미용에 좋은 지장수로 만든 대덕주에 새콤매콤한 도토리묵무침과 두부요리로 건강까지 생각해보자."
"약주, 청주",천안연미주,13%,국내산 쌀,"고려시대부터 전해 내려온 생쌀발효기법을 다시 재현한술로 전통주의 현대적제조방법과 융합하여 제조된 제품이다. 쌀을 찌지 않고 누룩과 자연 그대로 발효 후 2차 여과를 거쳐 60일이상 저온숙성한술로 맛이 부드럽고 홍삼 등 한약재가 첨가되어 특유의 향이 풍부하다. 쌀을 찌지 않았기 때문에 쌀 고유영양분의 파괴를 최소화하였고, 7가지 한약재로 그 기능을 다스려 숙취도 최소화하였다. 또한 목 넘김이 깔끔하여 자칫 누룩의 향을 싫어할 수도 있는 젊은층과 여성층에게도 많은 호응을 얻고 있다.","야채샐러드 양배추, 방울토마토, 적채 등의 채소에 소스를 섞어서 먹는데 소스는 두부, 견과류, 올리브유, 식초 등으로 맛을 낸다. 상큼하고 달달한 과실향이나는 연미주와 조화를 이뤄 자극 없이 술 마시기에 좋다."
"약주, 청주",하얀연꽃 백련맑은 술,12%,"국내산 쌀, 백련잎",전통적으로 사찰에서 전수되어온 백련곡차의 현대적 복원으로 백련잎을 첨가한 연엽주계열 의전통약주이다. 당진 해나루쌀을 사용하여 술의 빛깔이 밝고 부드러우며 백련잎을 발효과정에 첨가하여 맛이 은은하고 부드러운 것이 특징이다.,훈제오리야채볶음- 훈제오리야채볶음의 버섯과 야채향이 어우러진 담백한 맛이 부드럽고 은은한 연잎향의 약주와 잘 어울린다.
"약주, 청주",경산대추약주 추,16%,"찹쌀, 맵쌀 , 누룩, 대추 (국내산100%)","경산의 특산품인 대추의 효능을 살려 정성껏 빚어낸 경산의 대표 전통주입니다. 청아하고 은은한 색과 은은한 질감, 감미로운 맛, 그윽한 향과 함께 느껴지는 청량감이 특징인 명주로써 웰컴주, 만찬주로 추천하고 있습니다. 국내산 100%로 빚어진 경산대추약주 추는 우리술품질 나형을 인증받고, 국제식음료품평회에서 국제우수미각상을 수상한 우리 술 입니다.","전채요리, 타파스, 맑은 국물요리, 한식"
"약주, 청주",맑은내일 운암1945,12%,"정제수, 쌀, 누룩, 효소제","우리 전통주를 화이트 와인처럼 특별하게, 맑은내일의 새로운 도전 운암1945입니다. “현대의 다양한 식문화와 가장 잘 어울리는 우리 술을 만들어보자”라는 고민으로 출발하였습니다. 
우리 쌀, 물, 누룩 그리고 정성과 기다림의 시간이 더해진 저온 발효와 저온 숙성법으로 오랜 시간 숙성기간을 두어 풍미를 극대화 하였습니다. 특히 위 과정에서 생성된 산뜻한 산미와 신선한 아로마는 전통주 특유의 누룩향을 완전히 잊게 합니다. 


운암1945 이름의 유래를 소개해드리겠습니다. 1945년부터 시작된 역사와 전통을 담은 운암1945는 운암서원에서부터 시작되었습니다. 운암서원은 창원의 유일한 사액 서원으로 창원의 산업화로 운암서원은 모두 수용되었고, 맑은내일 2대 대표님(회장님)을 주축으로 운암서원을 복원하여 2000년대 초 창원시에 기증한 서원입니다. 1945년부터 시작된 맑은내일의 전통과 운암서원을 알리기 위해 만들어진 운암1945는 76년의 역사와 기록이 담긴 우리 술 입니다.


칠링온도는 산미의 밸러스가 좋아 향미를 더할 수 있는 7~8°C를 추천합니다.

곽태경 와인소믈리에는 (프랑스 10대 와인바 헤드 소믈리에 출신 / 남서프랑스 와인리스트 대회 1등)
“ 알코올 도수가 12도로 높지만 산도, 당도, 바디감의 밸런스가 아주 좋아 섬세하고 우아한 느낌입니다. 전통주의 단점 중 하나인 밸런스가 아주 잘 잡혀있습니다. 옅은 골드빛 색상의 운암1945는 화이트와인과 비교해도 손색없이 치즈와도 잘 어울리는 전통주입니다.” 라고 평가하였습니다.

운암1945는 맑은내일만의 특별한 제조 기술, 스마트팩토리를 통하여 온도,  습도를 포함하여 맛에 영향을 줄 수 있는 모든 시스템을 전산화하여 관리하는 체계적인 관리를 통해 제조하고 있습니다.","한치, 새우와 같은 해산물 / 알리오올리오 파스타 / 파마산치즈, 체다치즈"
"약주, 청주",고흥유자주 봄에디션,8%,"쌀, 입국, 누룩, 유자, 원당","시트러스 감성 전통주 고흥유자주. 고흥유자주는 100% 고흥유자, 고흥쌀로 빚은 살균 약주로 고흥 지역 특산주이다. 유자 특유의 상큼함과 적당한 달콤함이 느껴지는 &#039;고유&#039;는 과거의 우리술과 현재의 우리 취향이 만나는 경험을 가져다 준다. 입안 전체에 퍼지는 유자향부터 목넘김 후 느낄 수 있는 곡물의 고소함까지 다양한 매력이 느껴지는 전통주이다. 고유는 전통 &#039;곡주&#039;로 유자소주, 과실주, 담금주와 다르다.","생선회, 과메기, 크림파스타"
"약주, 청주",매화깊은밤,8%,"쌀(국산), 매실(국산), 누룩(국산)밀〮함유, 정제효소제, 효모, 설탕, 조제종국, 정제수",국산 쌀과 국산 매실로 빚은 과실약주이다. 백제명가주조가 새롭게 선보이는 &#039;밤&#039; 시리즈의 첫번째 술이다. 한겨울의 매서운 추위를 이겨내고 고고하게 피어난 매화를 담아 100일의 기다림 끝에 태어난 명주이다.,"불고기 쌈밥, 보쌈"
"약주, 청주",보리수헤는밤,8%,"쌀(국산), 보리수(국산), 매실(국산), 홍국쌀, 누룩(국산)밀〮함유, 정제효소제, 효모, 설탕, 조제종국, 정제수",국산 쌀과 국산 보리수로 빚은 과실약주이다. 홍국쌀로 붉은색 누룩곰팡이를 발효시켜 만든 홍국이 들어갔다. 백제명가주조가 새롭게 선보이는 &#039;밤&#039; 시리즈의 두번째 술로 여름날 빨갛고 노랗게 익어가는 보리수 열매의 달콤새콤하면서도 쌉쌀한 맛을 담은 명주이다.,"양념불고기, 양념치킨"
"약주, 청주",복단지,14%,"쌀(경기미), 정제수, 복분자(국내산), 누룩(국내산 밀 함유)",깔끔한 복분자전통주로 복분자 열매를 갓 딴듯한 싱그러움과 부드러운 맛이 인상적이다. 국내산 싱싱한 복분자를 넣었으며 복분자의 달달함과 약주 특유의 깊은 맛의 조화가 아름다운 술이다.,"장어, 돼지갈비찜, 통닭, 샐러드"
"약주, 청주",오 마이 갓,14%,"정제수, 쌀(국내산), 입국, 전통누룩(밀), 백설탕, 백목련꽃잎, 효모",전통주 삼양춘 브랜를 빚는 송도향 전통주조의 제조 기술과 미슐랭 1스타 에빗 레스토랑의 조셉&amp;대니얼 셰프의 레시피로 빚어난 첫 번째 프로젝트이다. 오 마이 갓은 에빗의 조셉 셰프가 직접 그린 풍류를 즐기는 선비의 갓에서 비롯된 브랜드 이름이다. 직접 채취해서 발효시킨 백목련 꽃잎을 첨가한 술로 꽃잎의 향기와 풍미가 그대로 담겨 있다. 입 안 가득 퍼지는 새콤하고 달콤한 꽃내음과 부드러운 목넘김으로 시작하고 삼양춘 특유의 깔끔하고 드라이한 피니쉬로 발란스를 맞췄다. 백목련 꽃내음이 가득 담긴 달콤 새콤 향긋한 프리미엄 라이스 와인이다.,"닭 백숙, 들깨 수제비"
"약주, 청주",일엽편주,15%,"찹쌀, 멥쌀(국내산), 누룩, 정제수, 밀 함유",꽃술에 들어간 꽃은 시들거나 다치지 않게 하나 하나 손으로 수술을 정리해 세척한 뒤 빚은 술이다. 꽃술은 혀끝에서는 꿀 향이 코끝에서는 아카시아 향이 기분 좋게 퍼진다.,"목이 모르파세, 삼색전"
"약주, 청주",일지춘,15%,"철원오대쌀(국내산), 찹쌀(국내산), 누룩(국내산 밀), 정제수",약주의 달콤함과 풍미를 느낄 수 있는 감칠맛 일지춘과 상큼한 맛이 입안을 휘감아 신선함을 즐길 수 있는 상큼한 맛 일지춘 두가지가 있으나 지금은 상큼한맛 일지춘을 만날 수 있다. 인공 감미료나 화학제를 사용하지 않았으며 깊은 향기와 묵직한 풍미를 가진 술이다. 냉장보관하여 차게 마셔야 일지춘의 맛과 향을 제대로 즐길 수 있다.,"족발, 한치회, 도미찜"
"약주, 청주",주교주,16%,"쌀(국내산), 누룩, 정제수, 정제효소, 효모",주교주는 살균처리를 하지 않은 술이며 누룩향이 살아있고 단맛과 신맛의 밸런스가 잘 잡혀있는 생약주이다. 배다리도가에서 함께 보내드린 &#039;월계수잎&#039;을 언더락 잔에 띄어 시음하시면 향긋하고 부드러워진 jugyo(주교주)를 즐길 수 있다. 주교주는 배다리 술이라는 의미를 담은 한자이다.,"닭갈비, 사천 탕수육"
"약주, 청주",지란지교 약주,17%,"찹쌀멥〮쌀(국내산), 전통누룩(국내산 밀), 정제수, 밀함유","순창 지란지교 프리미엄 약주는 순창에서 재배되는 순창 햅찹쌀을 사용해 생산되는 순창의 지역특산주이며 무감미료, 무첨가 프리미엄 약주이다.","오징어초무침, 고등어김치찜, 연어포케"
"약주, 청주",서설,13%,"쌀(국내산 경기미), 쌀누룩(국내산 경기미 조제종국)주정, 설탕, 구연산, 효모, 정제수","최고의 경기미인 용인 백옥쌀을 사용하고 국내에서 평지고도가 가장 높은 분수령의 지하 120m의 약알칼리성 청정수를 이용하여 맛이 부드럽다. 눈이 내린 밭에 첫발을 내딛는 듯한 모습을 형상화 하여 라벨에 은은하게 담아내었다. 정밀여과 및 활성탄 여과기법활용으로 알코올향과 쓴맛을 없애 목넘김이 부드럽고 청주 고유의 향과 맛 이외의 이미, 이취가 없다.",
"약주, 청주",느린마을 약주,12%,"정제수, 쌀(국내산), 기타과당, 설탕, 국[곡자(밀), 조효소제(밀), 정제효소제], 젖산, 건조효모","쌀로 발효한 라이스 와인으로, 첫 입에 신선한 산미와 뒤이어 은은하게 퍼지는 단맛이 밸런스가 좋고, 쌀의 깊은 풍미가 메워 기분 좋은 여운을 남기는 술이다.",육회 궁합이 좋으며 한식과 잘 어울린다.
"약주, 청주",삼양춘 스파클링,13%,"정제수, 쌀(국내산), 전통누룩(밀), 탄산가스, 효모, 정제효소제","삼양춘 약주에 스파클링을 가미하여 향긋한 과실향과 꿀향, 곡물향이 어우러져 조화를 이룬다. 탄산이 주는 청량한 산미 끝에 바닐라향이 맴돈다.","카프레제 샐러드, 카나페, 감바스 알 아히요, 디저트"
"약주, 청주",맑은내일 유자,7%,"정제수, 쌀, 입국[쌀], 주정, 유자과즙, 기타과당, 누룩[밀], 효모, 아밀라아제","맑은내일 유자는 해풍을 맞고 자란 황금빛 거제도 유자와 국내산 쌀로 빚어 만든 프리미엄 약주이다. 합성 착향료나 인공첨가물을 넣지 않고 최적의 비율로 배합하여 상큼한 유자의 맛과 독특한 향미를 극대화하였고 가벼운 바디감과 부드러운 목넘김이 특징이다. 입안 전체에 은은하게 퍼지는 유자의 맛과 향이 매력적인 술, 맑은내일 유자이다.","가볍게는 견과류, 디저트류와도 잘 어울리고, 알리오올리오, 연어 샐러드 등에 곁들이는 것을 추천한다."
"약주, 청주",메들리아카시아,7%,"꿀, 물, 효모","꿀과 물, 효모 만으로 발효하여 순수하고 은은한 풍미가 즐겁습니다. 하얀 꽃, 여린 풀의 상쾌함을 시작으로 청포도, 배의 과즙과 꿀의 단맛이 은은하게 이어지다 사과의 산뜻한 신맛과 옅은 스파이시함으로 마무리됩니다.","오일파스타, 프링글스, 치즈나 살라미, 편육 등과 잘 어울립니다."
"약주, 청주",담골드,12%,500ml,"담 골드는 멥쌀로만 빚고, 5주간의 발효 기간과 10주간의 숙성 기간을 거쳐 완성한다. 드라이하면서 깔끔하고 산뜻한 산미가 어우러져 아름다운 균형미를 보여준다.","단맛이 적어 식사 시간 내내 음식과 함께 즐기기 좋다. 특히 진한 양념의 갈비찜, 신선한 육회나 고소하고 짭짤한 곶감 치즈말이와 잘 어울린다."
"약주, 청주",청혼골드,19.5%,"경기미(용인백옥쌀), 밀누룩, 국, 효모, 증류소주","청혼 골드는 제이앤제이 브루어리에서 만드는 청혼 시리즈 4종중 과하주이다. 풍부한 과일향, 부드러운 산미, 과하지 않은 단맛, 묵직한 바디감, 부드러운 목넘김 후에 지속되는 여운과 높은 알콜 도수로 따뜻해지는 느낌까지 한잔이 풍성한 과하주이다.","호박죽, 호두말이 곶감 등 단 음식이나 양념 맛이 세지 않은 육류, 생선류와 잘 어울린다."
"약주, 청주",미나리싱싱주,14.5%,"쌀(유기농,국내산), 찹쌀(유기농, 국내산), 미나리(친환경, 국내산), 국(유기농쌀,국내산), 종국, 효모, 과당, 아스파탐","전통 청주 제조 비법을 기반으로 좋은 채소를 오롯이 담아낸 술을 개발하고자, 오랜 연구 끝에 미나리 싱싱주가 탄생하게 되었다. 국내 최초로 채소를 주원료로 한 전통주를 뉴트로하게 재해석하여 새로운 주류 장르인 ‘K-sul’로 정의하였다. 숙취와 여성에게 좋은 100% 국산 친환경 미나리와 100% 유기농, 국내산 쌀과 찹쌀을 사용하여 빚어낸 우리 전통의 맑은 청주이다. 삼양주 저온 발효법을 통해 30일간 숙성하여 미나리의 은근한 향과 빛깔, 부드럽고 깔끔한 맛을 구현해내 기분 좋은 달콤함을 느낄 수 있다.","미나리를 넣은 부대찌개, 미나리전 등도 좋고, 육류, 해산물이나 기름지고 강한 맛을 가진 음식과 궁합이 좋다."
"약주, 청주",오마이갓스파클링,9%,"정제수, 목련발효청, 쌀, 입국, 쌀보리, 고구마, 탄산가스, 누룩, 효모, 정제효소",미슐랭 1스타 에빗 레스토랑의 조셉 리저우드 셰프와 콜라보하여 빚은 봄꽃 향 가득한 술로 탄산을 가미해 더욱 청량하고 산뜻하다.,"매콤한 음식, 그릴 고기나 생선와 페어링하기 좋다."
"약주, 청주",과하주 온,18.5%,"찹쌀, 정제수, 누룩, 더덕, 주정","조선시대 선조들은 여름에도 쉽게 변질되지 않는 술을 빚고자 주정강화를 통해 도수를 높이는 지혜를 발휘했다. 강원도 횡성 호수길에 위치한 작은 양조장, 양온소 온은 강원도 횡성의 더덕을 넣어 과하주에 담박한 향기를 더했다.","한국의 포트와인이라는 별명답게 달콤 쌉싸름한 디저트에도 잘 어울리며, 취향에 따라 매콤한 주꾸미볶음과 페어링 해도 좋다."
"약주, 청주",복순도가 과하주,15%,"쌀(국산), 곡자(밀), 정제수",쌀이 주는 단맛과 진한 누룩의 향은 풋내가 가득한 과실 향과 달콤한 배의 맛으로 변하며 재료 본연의 신선한 맛과 향을 전달해 줍니다.,입맛을 돋우는 산미도 맛있게 올라오기 때문에 기름진 방어나 신선한 석화와 같이 겨울철 해산물과도 잘 어울립니다.
"약주, 청주",별,20%,"올벼찹쌀, 누룩, 효모, 젖산, 정제수",어릴적 호주머니에 늘어지도록 담고 다니다 한움큼 입안에 털어넣고 열심히 침으로 불려먹던 그 고소함을 있는 그대로 담았다.,약간 따뜻하게 또는 차게 드셔도 좋으며 모든 음식에 조화를 이루고 생선회나 해산물과 같이 즐기면 입안에서 도는 향미가 더 개운하게 느껴진다.
"약주, 청주",한청,15%,"정제수, 철원오대미, 정제효소제, 효모, 정제주정, 기타과당, 젖산","한국청주 한청. 한청은 독자적인 기술을 개발했다. 일본 사케와 다르게 쌀을 도정하지 않고 규조토를 사용하지 않았다. 새콤달콤한 맛에 깊은 향, 청량감까지 살려 우리 한식과 잘 어울리는 맛의 청주를 구현했다.",차례주로도 좋은 술이라 명절 음식과도 잘 어울리고 김치가 들어간 모든 한식과도 잘 어우러진다.
"약주, 청주",하타,16%,"쌀, 쌀입국, 효모, 정제수","하타&amp;#039;는 백제인으로, 일본에 술 만드는 기술을 전해주고 주신으로 모셔지고 있다고 한다. 그 이름을 딴 신탄진주조의 하타 또한 술에 대한 진실한 마음으로 딱 필요한 최소의 재료인 쌀, 입국, 효모, 정제수만을 사용해 빚는다. 연한 풀색이 섞인 맑은 황금빛에 쌀의 은은한 단내음이 올라오지만 그 맛은 드라이하면서도 깔끔하다.","담백한 생선회나 배추전과 함께하면 좋다. 또한, 맑은 탕이나 국 종류 보다는 진하게 졸이고 구운 육류에 곁들이기 좋다."
"약주, 청주",대천바다 금빛,16%,"찹쌀, 밀, 누룩",대천 간척지에서 재배한 찹쌀과 우리 밀 누룩으로 배일 동안의 1차 발효과정을 거치고 오십여일 동안의 2차 발효 숙성시킨 삼양주 기법으로 빚은 전통주이다.,해산물과 생선요리와 잘 어울린다.
"약주, 청주",일오백화이트,18%,"찹쌀(국내산), 백미(국내산), 누룩(밀:국내산), 정제수, 야국, 메주콩, 생강, 홍고추","한국에서 가장 역사가 깊은 술, 백제 의자왕과 선대 황제들이 즐기던 고급 술이다. 사천의 품질 좋기로 유명한 쌀과 누룩을 사용하여 아스파탐 인공 첨가물을 사용하지 않는 1500년 이상 빚어 온 우리의 전통주다.","파전, 회, 치즈와 어울린다."
"약주, 청주",장보고의 꿈 황칠약주,15%,"정제수, 경기미햅쌀(국내산 멥쌀), 국, 효모 (밀함유)",장보고의 꿈 황칠약주는 국내산 유기농 통밀을 빻아 손수 만든 누룩으로 완도쌀로 세번 발효시킨 삼양주이다. 장보고의 꿈 황칠약주는 100% 국내산 원료만을 사용하였다. (완도쌀과 황칠나무추출액) 그외 인공감미료나 첨가물을 전혀 넣지 않았다. 자가누룩의 향이 황칠나무추출액의 안식향과 어우러진 술로 15% 알코올이 느껴지지 않을 만큼 부드러운 독특한 맛을 낸다.,"생선회, 홍어회, 해조류 등과도 잘 어울리지만 삼계탕, 양념된 고기류, 나물류와도 궁합이 좋다."
"약주, 청주",한산소곡주 생주,16%,"멥쌀(국내산), 찹쌀(국내산), 누룩(국내산 밀함유), 효모, 정제수",1500년의 전통재래비법으로 빚은 한산소곡주는 그윽한 향기와 특유의 감칠맛이 그대로 살아 숨쉬는 술이다. 강한 첫 맛과 함께 깔끔한 뒷 맛을 가지고 있으며 그 맛과 향이 뛰어나다보니 한번 앉아서 마시기 시작하면 일어날 줄 모른다 하여 앉은뱅이술 이라는 별칭도 가지고 있다.,해산물 요리와 잘 어울리며 특히 아귀찜과 잘 어울립니다.
"약주, 청주",자자헌주,13%,"정제수, 멥쌀(국내산), 석이버섯약재추출물(국내산), 누룩(밀함유), 효모","자자헌주는 전인근지역에서 재배생산하는 옥토미와, 우아하고 짙은 과 좋은 향을 지녀 임금님께만 진상되던 국화 ‘어자국’을 직접 재배하여 세 번 빚은 국화 삼양주이다. 청정지역에서 채취한 송옆을 부원료로 사용함으로써 고품질의 원부재료를 발효시켜 맛과 향이 뛰어난 프리미엄 전통 약주이다.","회나 쌈밥, 나물 등 담백한 음식 또는 각종 육류, 매콤한 볶음요리와도 잘 어울린다."
"약주, 청주",청혼 블루,15%,"경기미(용인백옥쌀), 밀누룩, 국, 효모","청혼 블루는 제이앤제이 브루어리에서 만드는 청혼 시리즈 4종 중 기본 약주입니다. 시원한 꽃향, 감귤향, 배향이 엷게 느껴지며, 단맛이 절제되어 매우 드라이하고, 가벼운 바디감과 부드러운 목넘김을 느낄 수 있는 가볍고 깔끔한 약주입니다.","숙성 치즈, 폴리 피자, 수육, 어복쟁반 등"
"약주, 청주",호산춘,18%,"멥쌀(국내산), 찹쌀(국내산), 정재수, 누룩, 솔잎, 밀(곡류)함유","호산춘은 멥쌀과 찹쌀을 1대2 의 비율로 사용하며 쌀을 완전히 삭혀서 만들기 때문에 쌀 한되로 술 한되가 나오지 않는다. 담황색의 고운 빛갈을 가지며 풀향과 과실향이 어우러져 있고 야생의 풀향과 과실향이 어우러져 특유의 향을 만들어내며, 무감미료로 만든 높은 알코올 도수의 발효주인 만큼 진한 맛과 향을 그대로 품고 있다. 특히 지푸라기 등에서 느끼는 곡물향과 오래 숙성한 장맛, 그리고 찰싹 달라붙는 질감도 품고 있다. 전체적으로 맛과 향이 굉장히 진한 전통주라고 볼 수 있다.","갈비찜, 고추잡채 등과 문경만의 약돌한우, 송이버섯 구이 등을 추천한다."
"약주, 청주",화전일취 15,15%,찹쌀(국내산) 멥쌀(국내산) 전통누룩(국내산 밀) 정제수,"춘천에서 나는 멥쌀로 범벅을 쑤어 전통 누룩을 넣고 밑술을 빚어 찹쌀 고두밥으로 덧술한 이양주인 화전일취15는 옹기에서 장기 숙성하여 병입하므로 특유의 풍부한 향과 부드러운 여운이 남는다. 낮은 산미와 은은한 감칠맛이 감도는 도수 15도의 약주로 일체의 첨가물 없이 물과 쌀, 누룩만으로 마치 꽃 앞에 있는 듯한 화사한 향기의 술을 빚어낸다.","한식 정찬, 구절판, 신선로, 너비아니 구이 등 한식과 잘 어울리고, 단맛을 받쳐주는 짭조름한 살라미나 크림치즈와도 잘 어울린다."
"약주, 청주",감싸주는날,16%,"찹쌀(국내산),맵쌀(국내산),국화(국산),누룩(밀:국산) 정제수,효모",직접 재배한 찹쌀과 국산 누룩을 이용하여 100일의 숙성을 거쳐 깊은 맛과 풍미를 자랑합니다. 달달하게 감기는 맛입니다.,
"약주, 청주",천상문,18%,"찹쌀37.37%(국내산),누룩14.01%(국내산),멥쌀11.21%(국내산),들국화,메주콩,생강,홍고추","엽전모양의 독특한 도자기와 끓이지 않는 삶을 상징하는 당초무늬, 깊은 바다같은 푸른색을 지닌 도자기가 특징입니다.명인의 소곡주와 조화를 이루어 많은 사랑을 받는 제품입니다.",한산 소곡주는 빛깔은 청주와 같으며 부드러우면서 감칠맛이 나는 소곡주 특유의 향이 어우러져 담백한 안주와 함께 하신다면 한산소곡주의 풍미를 더욱 느낄 수 있습니다.
"약주, 청주",화전일취18 백화,18%,"쌀,누룩,정제수,꽃22종","화전일취18 백화 제조는 일 년 내내, 꽃이 피는 사계절 동안 양조장에서 피어나는 꽃들을 따 모아 말리는 것부터 시작합니다. 다양한 꽃을 넣어 한 모금 한 모금이 꽃을 머금은 듯한 풍미를 줍니다.",
"약주, 청주",대담 15,15%,"국산 쌀, 국산 전통 누룩, 물, 대잎",막걸리 단맛을 내는 인공감미료(아스파탐) 사용하지 않습니다. 오로지 쌀의 단맛으로만 맛을 낸 대밭고을의 약주입니다.,해산물과 더욱 어울립니다.
"약주, 청주",만세 보령주,15%,"정제수,백미(국내산)12%,찹쌀(국내산)37%,누록(밀)",저온에서 충분히 발효 숙성되어 부드러운 맛과 깔끔한 청량감을 느낄 수 있는 전통주 고유의 맛과 향을 느낄 수 있습니다.,"안주로는 궁중요리,생성회,까나페,각종 해산물 요리와 찰떡 궁합처럼 잘 어울립니다. 담백한 식빵 안주도 추천드립니다."
"약주, 청주",붉은 산정호주,15%,"포천쌀45.02%,흑미찹쌀4.5%,전가네 누로룩4.5%,정제수45.9%.",흑미 찹쌀로 빚은 삼양주. 마치 가을 산정호수에 비친 붉은 단풍이 연상되는 빛과 달달한 맛에 그윽한 향이 있는 술이다.,
"약주, 청주",홍매반개주,15%,"포천쌀45.02%,국산팥4.5%,전가네 누로룩4.5%,정제수45.98%.",팥을 원료로 세 번 빚은 삼양주. 창경궁의 500년된 홍매가 반쯤 피었을 때의 빛깔을 닮았다고 이름 붙인 약주이다.,
"약주, 청주",일월삼주 이주,14.2%,"찹쌀(함안군 무농약 찹쌀),빛올효모,누룩(밀함유),정제수",일월삼주 이주는 일월삼주의 두 번째 시리즈로 일월삼주 일주142를 맑게 여과한 뒤 숙성한 술입니다. 산미를 싫어하시는 분들도 반할 만한 향긋한 산미를 지녔습니다.,해산물
"약주, 청주",농담,16%,"정제수,멥쌀(철원 오대쌀),국(쌀,밀),국화(국내산)효모(밀함유)","무겁지도 않은 바디감은 물론,탄산감이 적어 목 넘김이 부드럽습니다. 달콤하고 화사한 풍미 가득한 단맛이 알코올의 쓴맛을 잡아줍니다.","생선요리 , 초밥 , 구운치즈"
"약주, 청주",석로주,13%,"맵쌀(국산), 정제수, 석이버섯(국산), 누룩(국산)","색과 향, 맛이 조화롭게 어우러진 술입니다.전통 방식 그대로 세 번 빚는 프리미엄 삼양주입니다.","육류,해산물류와 한식, 양식"
"약주, 청주",풍정사계 하(夏),18%,"국내산(멥쌀,찹쌀,정제수,전통주-밀함유)",법주 발효 중 증류주를 첨가하여 저온 숙성한 과하주입니다.,생선회와 어울리는 술입니다.
"약주, 청주",청명주,13.8%,"찹쌀, 정제수, 한영석 누룩",새콤하게 입맛을 돋우는 산미와 깔끔함이 돋보이는 약주입니다.,"갈비찜, 삼겹살."
"약주, 청주",감자술,13%,"정제수, 쌀, 감자, 누룩, 효모, 밀곡류 함유",서주는 땅 속의 사과라고 불릴만큼 영양분이 풍부한 감자로 만든 와인과 같은 술입니다.,"감자전, 육회, 수육, 참치회."
"약주, 청주",나주배약주,15%,"쌀, 쌀가루, 나주배 착즙액, 누룩, 정제효소제, 종국, 젖산, 효모","영산강이 키워낸 영양이 풍부한 쌀과 금성산 자락 맑은 암반수로 정성스레 빚어낸 정고집만의 이유 있는 고집입니다.

2200시간의 오랜 발효 기간을 거쳐 정고집만의 노하우와 고집으로 정성 들여 만들었습니다.","대하구이,방어회,갑오징어회,생고기,육회,곱창 등등"
"약주, 청주",조선주조사,14%,"쌀, 입국, 누룩, 주정, 정제수",일주일의 발효과정과 20일간의 저온 숙성 과정을 거쳐 탄생한 조선주조사는 곡물의 잡미를 최소화하고 깨끗한 맛을 살립니다.,"숙성회,단새우 사시미 ,문어숙회,오징어회,해산물 등등 .."
